age,balance,day,month,duration,campaign,pdays,previous,subscribed,housing_yes,housing_nan,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_nan,marital_married,marital_single,marital_nan,contact_2.0,contact_nan,poutcome_2.0,poutcome_3.0,poutcome_4.0,poutcome_nan,education_2.0,education_2.5,education_3.0,education_nan,default_yes,default_nan,loan_yes,loan_nan,never_contacted_nan
46.0,-0.2986832986832987,29,jan,-0.49356223175965663,0.0,0.43937232524964337,0.5,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
36.0,-0.013167013167013167,29,jan,0.6652360515021459,0.0,0.33666191155492153,-0.5,no,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
36.0,-0.5828135828135829,29,jan,-0.36909871244635195,0.0,0.039942938659058486,0.5,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
34.0,0.08454608454608455,29,jan,-0.630901287553648,0.0,0.4450784593437946,0.0,no,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
39.0,-0.19334719334719336,29,jan,-0.15879828326180256,0.0,0.2967189728958631,0.0,no,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
48.0,-0.28967428967428965,29,jan,0.9227467811158798,0.0,0.08559201141226819,-0.5,no,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
34.0,0.004158004158004158,29,jan,0.5064377682403434,0.0,0.08559201141226819,-0.5,no,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
36.0,-0.3568953568953569,29,jan,-0.03862660944206009,0.0,0.4507845934379458,2.0,no,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
36.0,-0.16493416493416493,29,jan,-0.296137339055794,1.0,0.0912981455064194,-0.5,no,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
36.0,-0.036729036729036726,29,jan,-0.3648068669527897,0.0,0.4051355206847361,-0.5,no,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
36.0,-0.16077616077616078,29,jan,-0.8884120171673819,0.0,0.4793152639087018,-0.5,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
46.0,-0.02079002079002079,29,jan,0.04291845493562232,0.0,0.25106990014265335,0.5,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
45.0,-0.4442134442134442,29,jan,-0.463519313304721,0.0,0.05706134094151213,-0.5,no,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
35.0,-0.2785862785862786,29,jan,-0.5879828326180258,0.0,0.3594864479315264,0.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
60.0,-0.05058905058905059,29,jan,-0.41630901287553645,0.0,-0.06276747503566334,1.5,no,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
37.0,-0.14275814275814275,29,jan,0.463519313304721,0.0,0.034236804564907276,0.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33.0,0.23700623700623702,29,jan,0.09871244635193133,0.0,0.43937232524964337,3.5,no,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
50.0,0.011088011088011088,29,jan,-0.7982832618025751,0.0,0.43366619115549215,3.0,no,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
46.0,-0.1781011781011781,29,jan,0.8927038626609443,0.0,0.07988587731811697,-0.5,no,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
40.5,0.9050589050589051,29,jan,0.6437768240343348,0.0,-0.07988587731811697,1.0,no,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
30.0,0.6036036036036037,29,jan,0.296137339055794,0.0,0.23395149786019973,12.5,no,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
43.0,-0.20582120582120583,29,jan,-0.18025751072961374,0.0,0.034236804564907276,-0.5,no,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
39.0,-0.002772002772002772,29,jan,0.34763948497854075,1.0,0.4450784593437946,1.0,no,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
51.0,-0.38184338184338185,29,jan,-0.49356223175965663,0.0,0.3537803138373752,0.0,no,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
41.0,0.5343035343035343,29,jan,-0.7639484978540773,0.0,0.4793152639087018,-0.5,no,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
31.0,-0.3049203049203049,29,jan,-0.776824034334764,0.0,0.07417974322396577,0.5,no,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
53.0,-0.11295911295911296,29,jan,-0.7253218884120172,0.0,0.37089871611982883,-0.5,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
34.0,-0.036729036729036726,29,jan,-0.6523605150214592,0.0,0.39372325249643364,0.0,no,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55.0,-0.19265419265419265,29,jan,-0.6523605150214592,2.0,0.005706134094151213,0.5,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
40.5,0.5398475398475399,29,jan,-0.8369098712446352,1.0,0.4507845934379458,-0.5,no,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
42.0,-0.17463617463617465,29,jan,0.296137339055794,1.0,0.4507845934379458,0.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31.0,-0.088011088011088,29,jan,-0.5579399141630901,0.0,-0.11982881597717546,0.0,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
31.0,0.12543312543312543,29,jan,1.3133047210300428,0.0,0.33666191155492153,-0.5,no,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
38.0,-0.5717255717255717,29,jan,-0.5708154506437768,0.0,0.37089871611982883,0.0,no,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
48.0,0.6548856548856549,29,jan,0.20600858369098712,1.0,0.43366619115549215,0.0,no,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39.0,-0.1995841995841996,29,jan,-0.3261802575107296,0.0,0.09700427960057062,2.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
34.0,-0.17186417186417186,29,jan,-0.7982832618025751,0.0,0.07417974322396577,0.0,no,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
53.0,0.5918225918225918,29,jan,-0.41201716738197425,0.0,0.3537803138373752,-0.5,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
34.0,11.393624393624394,29,jan,-0.7081545064377682,0.0,0.3594864479315264,-0.5,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
36.0,-0.7678447678447679,29,jan,1.0643776824034334,0.0,0.4051355206847361,-0.5,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
33.0,0.5502425502425502,29,jan,0.09012875536480687,0.0,0.456490727532097,0.5,no,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
35.0,0.4767844767844768,29,jan,-0.5321888412017167,0.0,0.07417974322396577,-0.5,no,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
29.0,-0.21136521136521136,29,jan,-0.7510729613733905,0.0,0.47360912981455067,-0.5,no,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
37.0,0.7920997920997921,29,jan,0.721030042918455,1.0,0.39372325249643364,2.0,no,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
44.0,3.372834372834373,29,jan,-0.20600858369098712,0.0,0.017118402282453638,1.5,no,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
46.0,0.07553707553707553,29,jan,3.390557939914163,0.0,0.43937232524964337,0.0,no,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
40.0,-0.3167013167013167,29,jan,-0.49356223175965663,0.0,0.3594864479315264,-0.5,no,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
30.0,-0.2480942480942481,29,jan,0.38626609442060084,0.0,0.3537803138373752,0.0,no,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
45.0,-0.04435204435204435,29,jan,-0.5107296137339056,0.0,-0.10841654778887304,1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29.0,1.5363825363825363,29,jan,-0.7167381974248928,0.0,0.33666191155492153,1.0,no,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
41.0,0.4088704088704089,29,jan,-0.6909871244635193,0.0,0.37089871611982883,-0.5,no,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
32.0,-0.27096327096327094,29,jan,-0.8068669527896996,0.0,0.47360912981455067,-0.5,no,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
31.0,0.3284823284823285,29,jan,-0.6137339055793991,0.0,0.4108416547788873,0.5,no,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
31.0,-0.13236313236313235,29,jan,-0.630901287553648,0.0,0.33666191155492153,-0.5,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
40.0,-0.1386001386001386,29,jan,0.43776824034334766,0.0,0.4108416547788873,0.5,no,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
34.0,-0.11088011088011088,29,jan,-0.6824034334763949,0.0,0.47360912981455067,0.0,no,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
37.0,-0.255024255024255,29,jan,-0.7939914163090128,0.0,0.43366619115549215,-0.5,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
35.0,-0.26056826056826055,29,jan,-0.07296137339055794,0.0,0.3651925820256776,-0.5,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
28.0,-0.38184338184338185,29,jan,0.6137339055793991,0.0,0.05706134094151213,-0.5,no,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
39.0,0.06722106722106722,29,jan,-0.648068669527897,1.0,0.3309557774607703,-0.5,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
28.0,0.5821205821205822,29,jan,0.9699570815450643,1.0,0.37089871611982883,-0.5,no,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
59.0,1.2571032571032572,29,jan,-0.8583690987124464,0.0,0.034236804564907276,1.0,no,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
56.0,-0.09078309078309078,29,jan,-0.4592274678111588,0.0,0.47360912981455067,-0.5,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50.0,1.0464310464310465,29,jan,-0.16738197424892703,1.0,0.3537803138373752,0.5,no,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
34.0,-0.14553014553014554,29,jan,-0.4291845493562232,0.0,0.456490727532097,0.5,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
34.0,-0.11781011781011781,29,jan,-0.6566523605150214,0.0,0.456490727532097,-0.5,no,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
31.0,0.088011088011088,29,jan,0.055793991416309016,0.0,0.43937232524964337,1.0,no,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
36.0,0.07415107415107415,29,jan,-0.5879828326180258,0.0,0.25677603423680456,0.5,no,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
35.0,0.47886347886347885,29,jan,-0.40772532188841204,0.0,0.3594864479315264,0.5,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
26.0,-0.6604296604296604,29,jan,-0.7296137339055794,1.0,0.456490727532097,0.0,no,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
39.0,0.37976437976437977,29,jan,-0.1072961373390558,1.0,0.3594864479315264,2.0,no,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
35.0,-0.27997227997227997,29,jan,-0.8369098712446352,0.0,0.011412268188302425,2.5,no,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
32.0,0.4074844074844075,29,jan,-0.7682403433476395,0.0,0.05135520684736091,-0.5,no,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
53.0,-0.1365211365211365,29,jan,-0.44206008583690987,0.0,0.25106990014265335,0.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38.0,-0.10048510048510048,29,jan,-0.4206008583690987,0.0,0.034236804564907276,1.5,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45.0,-0.17394317394317393,29,jan,-0.14163090128755365,0.0,0.4507845934379458,0.5,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34.0,-0.13998613998613998,29,jan,-0.44206008583690987,1.0,0.017118402282453638,0.5,no,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
55.0,1.6437976437976438,29,jan,-0.6094420600858369,0.0,0.43937232524964337,0.0,no,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59.0,0.08316008316008316,29,jan,-0.07296137339055794,1.0,0.43937232524964337,1.5,no,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
53.0,-0.1275121275121275,29,jan,-0.34763948497854075,0.0,0.4507845934379458,0.0,no,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
39.0,-0.2376992376992377,29,jan,-0.6652360515021459,0.0,0.3309557774607703,0.0,no,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
46.0,-0.4158004158004158,29,jan,-0.20600858369098712,0.0,0.4507845934379458,0.0,no,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
53.0,-0.21136521136521136,29,jan,-0.33476394849785407,1.0,0.37089871611982883,-0.5,no,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
38.0,11.36936936936937,29,jan,-0.12017167381974249,0.0,0.37089871611982883,0.0,no,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
28.0,-0.22106722106722107,29,jan,-0.703862660944206,0.0,0.4507845934379458,-0.5,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
40.0,2.5065835065835067,29,jan,-0.6223175965665236,0.0,0.23395149786019973,0.5,no,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26.0,-0.27442827442827444,29,jan,0.23605150214592274,0.0,0.3537803138373752,1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46.0,-0.3839223839223839,29,jan,-0.6738197424892703,1.0,0.47360912981455067,0.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
45.0,-0.10602910602910603,29,jan,-0.03862660944206009,0.0,0.3651925820256776,1.5,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
56.0,4.127512127512127,29,jan,-0.43776824034334766,0.0,0.07988587731811697,-0.5,no,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
28.0,0.2293832293832294,29,jan,-0.6094420600858369,0.0,0.1312410841654779,0.0,no,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
40.0,-0.34303534303534305,29,jan,-0.18025751072961374,0.0,0.37089871611982883,-0.5,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
58.0,0.5176715176715176,29,jan,1.2274678111587982,1.0,0.3594864479315264,1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
28.0,-0.016632016632016633,29,jan,-0.3218884120171674,1.0,0.47360912981455067,-0.5,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
30.0,-0.42411642411642414,29,jan,-0.5364806866952789,1.0,0.07988587731811697,-0.5,no,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
41.0,-0.4019404019404019,29,jan,-0.8369098712446352,1.0,0.4793152639087018,0.0,no,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
32.0,1.1517671517671517,29,jan,-0.47639484978540775,1.0,-0.15977175463623394,2.5,no,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
49.0,-0.28135828135828134,29,jan,-0.7682403433476395,1.0,0.37660485021398005,18.0,no,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
47.0,-0.6153846153846154,29,jan,0.030042918454935622,3.0,-0.11982881597717546,0.0,no,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
27.0,-0.20097020097020096,29,jan,0.0,1.0,0.37089871611982883,0.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
28.0,-0.5301455301455301,29,jan,-0.034334763948497854,1.0,0.456490727532097,0.5,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
57.0,-0.8503118503118503,29,jan,-0.5836909871244635,1.0,0.37089871611982883,-0.5,no,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
31.0,-0.16216216216216217,29,jan,0.927038626609442,1.0,0.4051355206847361,0.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
38.0,-0.01386001386001386,29,jan,-0.0944206008583691,2.0,0.25106990014265335,2.5,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
30.0,-0.3756063756063756,29,jan,-0.18025751072961374,1.0,0.1312410841654779,0.0,no,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
29.0,-0.12543312543312543,29,jan,-0.5021459227467812,1.0,0.39372325249643364,1.5,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
31.0,-0.38184338184338185,29,jan,-0.4978540772532189,1.0,-0.12553495007132667,0.0,no,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
56.0,-0.36174636174636177,29,jan,-0.7896995708154506,1.0,0.25677603423680456,-0.5,no,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44.0,-0.04365904365904366,29,jan,-0.4206008583690987,1.0,0.005706134094151213,4.5,no,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
34.0,-0.5280665280665281,29,jan,-0.4334763948497854,1.0,0.011412268188302425,1.5,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
33.0,0.24324324324324326,29,jan,-0.12446351931330472,1.0,0.37089871611982883,0.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36.0,0.6632016632016632,29,jan,-0.21030042918454936,1.0,0.017118402282453638,3.0,no,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
26.0,-0.352044352044352,29,jan,-0.2875536480686695,2.0,0.3651925820256776,-0.5,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
28.0,-0.3652113652113652,29,jan,0.20600858369098712,1.0,0.07988587731811697,0.0,no,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
57.0,0.32224532224532226,29,jan,0.9699570815450643,1.0,0.2967189728958631,1.5,no,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
29.0,0.5647955647955648,29,jan,-0.6266094420600858,1.0,0.3594864479315264,0.5,no,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
32.0,-0.13513513513513514,29,jan,-0.7725321888412017,1.0,0.23395149786019973,1.5,no,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
37.0,-0.09494109494109494,29,jan,0.2446351931330472,1.0,-0.11412268188302425,1.0,no,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
40.0,0.1878031878031878,29,jan,-0.34763948497854075,1.0,0.3594864479315264,0.5,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
48.0,-0.31185031185031187,29,jan,0.7639484978540773,1.0,0.05706134094151213,0.5,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
45.0,-0.41995841995842,29,jan,-0.6781115879828327,2.0,0.08559201141226819,-0.5,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
31.0,0.10464310464310464,29,jan,-0.33905579399141633,2.0,0.0,13.5,no,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
37.0,0.3943173943173943,29,jan,-0.6351931330472103,2.0,0.3537803138373752,1.5,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
33.0,-0.17186417186417186,29,jan,1.0600858369098713,1.0,0.4793152639087018,-0.5,no,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
57.0,-0.3284823284823285,29,jan,-0.2918454935622318,2.0,0.3651925820256776,0.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
